OBJECTID,DATE,Count_
733,2022/03/20 10:00:00+00,4
734,2022/03/21 10:00:00+00,5
735,2022/03/22 10:00:00+00,5
736,2022/03/23 10:00:00+00,6
737,2022/03/24 10:00:00+00,5
738,2022/03/25 10:00:00+00,5
739,2022/03/26 10:00:00+00,3
740,2022/03/27 10:00:00+00,4
741,2022/03/28 10:00:00+00,2
742,2022/03/29 10:00:00+00,5
743,2022/03/30 10:00:00+00,1
744,2022/03/31 10:00:00+00,5
745,2022/04/01 10:00:00+00,2
746,2022/04/02 10:00:00+00,3
747,2022/04/03 10:00:00+00,1
748,2022/04/04 10:00:00+00,2
749,2022/04/05 10:00:00+00,2
750,2022/04/06 10:00:00+00,8
751,2022/04/07 10:00:00+00,5
752,2022/04/08 10:00:00+00,4
753,2022/04/09 10:00:00+00,0
754,2022/04/10 10:00:00+00,3
755,2022/04/11 10:00:00+00,1
756,2022/04/12 10:00:00+00,2
757,2022/04/13 10:00:00+00,6
758,2022/04/14 10:00:00+00,1
759,2022/04/15 10:00:00+00,4
760,2022/04/16 10:00:00+00,2
761,2022/04/17 10:00:00+00,4
762,2022/04/18 10:00:00+00,3
763,2022/04/19 10:00:00+00,3
764,2022/04/20 10:00:00+00,4
765,2022/04/21 10:00:00+00,4
766,2022/04/22 10:00:00+00,4
767,2022/04/23 10:00:00+00,5
768,2022/04/24 10:00:00+00,0
769,2022/04/25 10:00:00+00,9
770,2022/04/26 10:00:00+00,4
771,2022/04/27 10:00:00+00,5
772,2022/04/28 10:00:00+00,4
773,2022/04/29 10:00:00+00,2
774,2022/04/30 10:00:00+00,4
775,2022/05/01 10:00:00+00,3
776,2022/05/02 10:00:00+00,4
777,2022/05/03 10:00:00+00,5
778,2022/05/04 10:00:00+00,5
779,2022/05/05 10:00:00+00,4
780,2022/05/06 10:00:00+00,4
781,2022/05/07 10:00:00+00,3
782,2022/05/08 10:00:00+00,5
783,2022/05/09 10:00:00+00,7
784,2022/05/10 10:00:00+00,4
785,2022/05/11 10:00:00+00,3
786,2022/05/12 10:00:00+00,2
787,2022/05/13 10:00:00+00,6
788,2022/05/14 10:00:00+00,2
789,2022/05/15 10:00:00+00,6
790,2022/05/16 10:00:00+00,4
791,2022/05/17 10:00:00+00,8
792,2022/05/18 10:00:00+00,1
793,2022/05/19 10:00:00+00,3
794,2022/05/20 10:00:00+00,7
795,2022/05/21 10:00:00+00,6
796,2022/05/22 10:00:00+00,4
797,2022/05/23 10:00:00+00,5
798,2022/05/24 10:00:00+00,7
799,2022/05/25 10:00:00+00,7
800,2022/05/26 10:00:00+00,3
801,2022/05/27 10:00:00+00,6
802,2022/05/28 10:00:00+00,2
803,2022/05/29 10:00:00+00,4
804,2022/05/30 10:00:00+00,5
805,2022/05/31 10:00:00+00,7
806,2022/06/01 10:00:00+00,7
807,2022/06/02 10:00:00+00,8
808,2022/06/03 10:00:00+00,11
809,2022/06/04 10:00:00+00,2
810,2022/06/05 10:00:00+00,7
811,2022/06/06 10:00:00+00,3
812,2022/06/07 10:00:00+00,3
813,2022/06/08 10:00:00+00,7
814,2022/06/09 10:00:00+00,7
815,2022/06/10 10:00:00+00,7
816,2022/06/11 10:00:00+00,9
817,2022/06/12 10:00:00+00,4
818,2022/06/13 10:00:00+00,6
819,2022/06/14 10:00:00+00,8
820,2022/06/15 10:00:00+00,5
821,2022/06/16 10:00:00+00,7
822,2022/06/17 10:00:00+00,6
823,2022/06/18 10:00:00+00,3
824,2022/06/19 10:00:00+00,8
825,2022/06/20 10:00:00+00,4
826,2022/06/21 10:00:00+00,6
827,2022/06/22 10:00:00+00,6
828,2022/06/23 10:00:00+00,6
829,2022/06/24 10:00:00+00,7
830,2022/06/25 10:00:00+00,6
831,2022/06/26 10:00:00+00,7
832,2022/06/27 10:00:00+00,2
833,2022/06/28 10:00:00+00,5
834,2022/06/29 10:00:00+00,8
835,2022/06/30 10:00:00+00,5
836,2022/07/01 10:00:00+00,6
837,2022/07/02 10:00:00+00,9
838,2022/07/03 10:00:00+00,3
839,2022/07/04 10:00:00+00,3
840,2022/07/05 10:00:00+00,3
841,2022/07/06 10:00:00+00,7
842,2022/07/07 10:00:00+00,3
843,2022/07/08 10:00:00+00,3
844,2022/07/09 10:00:00+00,5
845,2022/07/10 10:00:00+00,2
846,2022/07/11 10:00:00+00,7
847,2022/07/12 10:00:00+00,7
848,2022/07/13 10:00:00+00,8
849,2022/07/14 10:00:00+00,6
850,2022/07/15 10:00:00+00,4
851,2022/07/16 10:00:00+00,5
852,2022/07/17 10:00:00+00,4
853,2022/07/18 10:00:00+00,1
854,2022/07/19 10:00:00+00,7
855,2022/07/20 10:00:00+00,7
856,2022/07/21 10:00:00+00,9
857,2022/07/22 10:00:00+00,9
858,2022/07/23 10:00:00+00,3
859,2022/07/24 10:00:00+00,12
860,2022/07/25 10:00:00+00,13
861,2022/07/26 10:00:00+00,6
862,2022/07/27 10:00:00+00,5
863,2022/07/28 10:00:00+00,5
864,2022/07/29 10:00:00+00,4
865,2022/07/30 10:00:00+00,6
866,2022/07/31 10:00:00+00,6
867,2022/08/01 10:00:00+00,7
868,2022/08/02 10:00:00+00,4
869,2022/08/03 10:00:00+00,4
870,2022/08/04 10:00:00+00,5
871,2022/08/05 10:00:00+00,3
872,2022/08/06 10:00:00+00,8
873,2022/08/07 10:00:00+00,8
874,2022/08/08 10:00:00+00,7
875,2022/08/09 10:00:00+00,12
876,2022/08/10 10:00:00+00,6
877,2022/08/11 10:00:00+00,5
878,2022/08/12 10:00:00+00,7
879,2022/08/13 10:00:00+00,7
880,2022/08/14 10:00:00+00,10
881,2022/08/15 10:00:00+00,6
882,2022/08/16 10:00:00+00,4
883,2022/08/17 10:00:00+00,9
884,2022/08/18 10:00:00+00,4
885,2022/08/19 10:00:00+00,5
886,2022/08/20 10:00:00+00,7
887,2022/08/21 10:00:00+00,10
888,2022/08/22 10:00:00+00,6
889,2022/08/23 10:00:00+00,6
890,2022/08/24 10:00:00+00,11
891,2022/08/25 10:00:00+00,5
892,2022/08/26 10:00:00+00,6
893,2022/08/27 10:00:00+00,7
894,2022/08/28 10:00:00+00,8
895,2022/08/29 10:00:00+00,6
896,2022/08/30 10:00:00+00,7
897,2022/08/31 10:00:00+00,6
898,2022/09/01 10:00:00+00,7
899,2022/09/02 10:00:00+00,9
900,2022/09/03 10:00:00+00,4
901,2022/09/04 10:00:00+00,7
902,2022/09/05 10:00:00+00,4
903,2022/09/06 10:00:00+00,9
904,2022/09/07 10:00:00+00,9
905,2022/09/08 10:00:00+00,7
906,2022/09/09 10:00:00+00,8
907,2022/09/10 10:00:00+00,6
908,2022/09/11 10:00:00+00,6
909,2022/09/12 10:00:00+00,7
910,2022/09/13 10:00:00+00,6
911,2022/09/14 10:00:00+00,7
912,2022/09/15 10:00:00+00,12
913,2022/09/16 10:00:00+00,6
914,2022/09/17 10:00:00+00,8
915,2022/09/18 10:00:00+00,5
916,2022/09/19 10:00:00+00,6
917,2022/09/20 10:00:00+00,7
918,2022/09/21 10:00:00+00,5
919,2022/09/22 10:00:00+00,6
920,2022/09/23 10:00:00+00,5
921,2022/09/24 10:00:00+00,3
922,2022/09/25 10:00:00+00,11
923,2022/09/26 10:00:00+00,5
924,2022/09/27 10:00:00+00,4
925,2022/09/28 10:00:00+00,10
926,2022/09/29 10:00:00+00,3
927,2022/09/30 10:00:00+00,2
928,2022/10/01 10:00:00+00,5
929,2022/10/02 10:00:00+00,4
930,2022/10/03 10:00:00+00,4
931,2022/10/04 10:00:00+00,4
932,2022/10/05 10:00:00+00,3
933,2022/10/06 10:00:00+00,4
934,2022/10/07 10:00:00+00,6
935,2022/10/08 10:00:00+00,6
936,2022/10/09 10:00:00+00,9
937,2022/10/10 10:00:00+00,6
938,2022/10/11 10:00:00+00,5
939,2022/10/12 10:00:00+00,4
940,2022/10/13 10:00:00+00,4
941,2022/10/14 10:00:00+00,6
942,2022/10/15 10:00:00+00,7
943,2022/10/16 10:00:00+00,8
944,2022/10/17 10:00:00+00,2
945,2022/10/18 10:00:00+00,2
946,2022/10/19 10:00:00+00,2
947,2022/10/20 10:00:00+00,9
948,2022/10/21 10:00:00+00,7
949,2022/10/22 10:00:00+00,7
950,2022/10/23 10:00:00+00,7
951,2022/10/24 10:00:00+00,1
952,2022/10/25 10:00:00+00,7
953,2022/10/26 10:00:00+00,7
954,2022/10/27 10:00:00+00,5
955,2022/10/28 10:00:00+00,8
956,2022/10/29 10:00:00+00,7
957,2022/10/30 10:00:00+00,1
958,2022/10/31 10:00:00+00,5
959,2022/11/01 10:00:00+00,5
960,2022/11/02 10:00:00+00,10
961,2022/11/03 10:00:00+00,3
962,2022/11/04 10:00:00+00,4
963,2022/11/05 10:00:00+00,3
964,2022/11/06 10:00:00+00,6
965,2022/11/07 10:00:00+00,4
966,2022/11/08 10:00:00+00,4
967,2022/11/09 10:00:00+00,7
968,2022/11/10 10:00:00+00,6
969,2022/11/11 10:00:00+00,10
970,2022/11/12 10:00:00+00,9
971,2022/11/13 10:00:00+00,2
972,2022/11/14 10:00:00+00,3
973,2022/11/15 10:00:00+00,4
974,2022/11/16 10:00:00+00,1
975,2022/11/17 10:00:00+00,0
